r	run	AdjMI	AdjRand	NVI	Vmeas	Fowlkes	NMI	varK
0.0	0	0.5470948504507034	0.2823808562197092	0.3070539855582925	0.5673472409252189	0.4711666293782687	0.5673472409252189	3.0
0.0	1	0.5510780402970735	0.3009878385211962	0.2974703676879546	0.5697001386860724	0.4863891857892205	0.5697001386860724	2.6666666666666665
0.0	2	0.6008966645961586	0.38766293432212	0.24855920035400025	0.6149682961425497	0.5602727786328862	0.6149682961425497	2.0
0.0	3	0.5391443851819383	0.26619344589227467	0.3163878803888981	0.5616118477558997	0.4559884267419928	0.5616118477558998	3.3333333333333335
0.0	4	0.5232733759950313	0.26129010469436	0.3267135712893975	0.5465915357386338	0.4500293479254093	0.546591535738634	3.3333333333333335
0.0	5	0.5839153712759825	0.3605737234652897	0.26450340642533754	0.600310720744696	0.5377605364451943	0.6003107207446959	2.3333333333333335
0.0	6	0.5174990022857333	0.25042486780009887	0.33259946487891406	0.5408340653865671	0.4392697790464782	0.540834065386567	3.3333333333333335
0.0	7	0.5653399274339382	0.3473326584302278	0.27415473143361346	0.580311547657685	0.5247385406057409	0.580311547657685	2.0
0.0	8	0.5407751167928323	0.2813041672761142	0.3106626997907771	0.5614069412350587	0.46944392896794995	0.5614069412350587	3.0
0.0	9	0.5398422213820973	0.2833081988765991	0.3112708589366819	0.5605202368365855	0.47161226120336774	0.5605202368365855	3.0
0.0	10	0.5604312745448378	0.32604338969172914	0.28345759962071115	0.5772468247170797	0.5069041649483697	0.5772468247170797	2.3333333333333335
0.0	11	0.5391061919264547	0.27222811715763057	0.31282086440780066	0.5596917119063209	0.4606025359597976	0.5596917119063209	3.0
0.0	12	0.5615560530721766	0.2835817892852113	0.2954007248148728	0.5813688167130928	0.47035171109076446	0.5813688167130928	3.0
0.0	13	0.5303571905832795	0.2936807508442319	0.3120897784822313	0.5497149373902857	0.4793455929244962	0.5497149373902855	2.6666666666666665
0.0	14	0.534013514212257	0.2907319873951824	0.3087757686522169	0.5533504141618939	0.4757349806804832	0.5533504141618939	2.6666666666666665
0.0	15	0.531046223862429	0.2606841493608205	0.31835131560081636	0.5519767558260742	0.44799079985613655	0.5519767558260742	3.0
0.0	16	0.5596188324459836	0.3194444444444444	0.29027549596457985	0.5780764352160327	0.5041343928931994	0.5780764352160328	2.6666666666666665
0.0	17	0.5649669672780582	0.32547515436004054	0.2837936305361919	0.5835096701894572	0.5071583043927499	0.5835096701894571	2.6666666666666665
0.0	18	0.554781169007525	0.2825433774539689	0.30098947614598004	0.5747713366852547	0.47020165434950706	0.5747713366852546	3.0
0.0	19	0.5646987805701675	0.3443344334433443	0.2782100847782815	0.5816101863438042	0.5227216523884815	0.5816101863438043	2.3333333333333335
0.0	20	0.5272845412636744	0.2639456054327924	0.3125815216815518	0.5469351005837165	0.44724926409616594	0.5469351005837165	2.6666666666666665
0.0	21	0.5505284420184202	0.2786878897021804	0.3049531915626339	0.5706145186254421	0.46750501579600184	0.5706145186254421	3.0
0.0	22	0.5625647758817919	0.32756017496423817	0.28287726631125965	0.5792250494036156	0.5091698020004657	0.5792250494036155	2.3333333333333335
0.0	23	0.505754091782509	0.25578121723082087	0.33332837696459966	0.5280570476375679	0.44099811928189475	0.5280570476375679	3.0
0.0	24	0.5739054741668708	0.3358032053671264	0.27818156688095	0.5920882100093724	0.5182540500166776	0.5920882100093724	2.6666666666666665
0.0	25	0.582683135332703	0.32459411986254566	0.27562881387385424	0.6001185419051922	0.5101234792178958	0.6001185419051923	2.6666666666666665
0.0	26	0.5308321857041279	0.2842860008022463	0.3118777882255632	0.550165466722234	0.4696086897314636	0.550165466722234	2.6666666666666665
0.0	27	0.518351862470413	0.272215573278622	0.3237244697771486	0.5402754721437414	0.45815537490531594	0.5402754721437414	3.0
0.0	28	0.5135871830229977	0.25492729775112644	0.32959072896313935	0.535367680068051	0.44123675230717635	0.5353676800680509	3.0
0.0	29	0.5601475755656913	0.3261580548421124	0.2876027603392881	0.5788102089996835	0.5083779999867727	0.5788102089996835	2.6666666666666665
0.0	30	0.536287092726246	0.27034228943769606	0.3119553267587864	0.5573242535396755	0.45608466755766003	0.5573242535396755	3.0
