NMI	NVI	AdjRand	AdjMI	Vmeas	Fowlkes	MargLik	varK	
0.08245749917971402	0.8280631724753268	0.00034991356843924954	0.0014728209476082808	0.08245749917971402	0.021256372073699445	10105.140516432655	0.9403409090909091	
0.08201586795582728	0.8286171440806739	-0.0002071394968761567	0.000965248664482946	0.08201586795582728	0.020437919418156238	10104.457075621056	0.9403409090909091	
0.08177870619097467	0.8290908628762128	-5.648870805766634e-06	0.000662708482778262	0.08177870619097467	0.02066946009972172	10104.059215732505	0.9403409090909091	
0.08195423476906763	0.8285500642696253	6.245514705071215e-05	0.0008992064326599937	0.08195423476906764	0.020853122665626327	10104.563292601812	0.9403409090909091	
0.08232947553674574	0.8283633700020507	-6.650288681075785e-05	0.0012988300217346995	0.08232947553674576	0.020631942775551353	10104.391138455781	0.9403409090909091	
0.0815057908071289	0.829048931229997	-0.00014095354266801136	0.0004114516424064197	0.08150579080712889	0.02053957003039404	10105.186257685225	0.9403409090909091	
0.08063810613184462	0.8295460723309638	-2.623052403006856e-05	-0.0004718635109838168	0.08063810613184462	0.020754455853306864	10104.083413330225	0.9403409090909091	
0.0818067667406356	0.8291090962267589	0.0001887796843533184	0.0007020318985672863	0.08180676674063561	0.02092670624338255	10104.305137848933	0.9403409090909091	
0.08038138383370598	0.8297175766146376	9.209276800362367e-05	-0.000744439805463817	0.08038138383370598	0.020936400274214173	10104.981027470049	0.9403409090909091	
0.08241151951536081	0.8277403565714394	0.00013605959094374883	0.0014841810545990865	0.08241151951536081	0.02102934166934748	10105.639515134802	0.9403409090909091	
0.07966509224928908	0.8305378734110995	-0.00010158150612856232	-0.0015707211571814735	0.07966509224928908	0.020633992181798438	10104.951599758311	0.9403409090909091	
