NMI	NVI	AdjRand	AdjMI	Vmeas	Fowlkes	MargLik	varK	
0.4349560459669491	0.5053840682100703	0.10253932234490536	0.3863218436993988	0.43495604596694903	0.17373606446211998	4087.6607760873953	0.9403409090909091	
0.4625620521931944	0.48110705715337154	0.10613786720702266	0.4163476849412689	0.4625620521931944	0.17741882602991402	4066.7115528161708	0.9403409090909091	
0.44995016899339674	0.4913387815751899	0.10079532404799724	0.4023173889916693	0.44995016899339674	0.17404397330068208	4061.5966457083387	0.9403409090909091	
0.4483856811627399	0.4922198243710644	0.1003534290149548	0.40086550516879293	0.44838568116273997	0.17365797543378877	4039.192629191479	0.9403409090909091	
0.4579027410957005	0.4863513297461118	0.11359608214725862	0.41053107111676285	0.45790274109570045	0.18800065025167662	4048.170483777099	0.9403409090909091	
0.45153812336142424	0.49271632760728734	0.10877471328619744	0.4035023310816585	0.45153812336142424	0.17973574936608447	4036.555813018415	0.9403409090909091	
0.45569079872919926	0.4852145070753551	0.10677015687431562	0.4090779704327671	0.45569079872919926	0.183442936720317	4041.970018459675	0.9403409090909091	
0.46307744063046735	0.48035623921858234	0.10686569630180631	0.4167497604932207	0.46307744063046735	0.1802343843640932	4035.7306898818942	0.9403409090909091	
0.44638613789308873	0.49471953084005493	0.10424011335583927	0.3984963849921694	0.44638613789308873	0.1778828965960909	4047.9828241880095	0.9403409090909091	
0.4487101985390301	0.49303255488183917	0.10507969006816328	0.4012958518678447	0.44871019853903016	0.17701835882301342	4073.177882013699	0.9403409090909091	
0.4491219703326174	0.49454615810666774	0.10630046677323741	0.40115398587972667	0.44912197033261736	0.17579905835892082	4084.819166933118	0.9403409090909091	
