r	run	NMI	AdjRand	AdjMI	Vmeas	Fowlkes
0.0	0	0.5679894530974292	0.3181219964505773	0.5491605936915926	0.5679894530974292	0.501899043686513
0.0	1	0.538753047091049	0.28874435753706595	0.5184674757012344	0.538753047091049	0.4723570711649664
0.0	2	0.5713685701009479	0.3179649868397206	0.5524652845416609	0.5713685701009479	0.5020369249421398
0.0	3	0.5482087630026984	0.27141390696663076	0.527160926615714	0.5482087630026984	0.46015463292266695
0.0	4	0.6108385258484651	0.4050464226135761	0.596527263045311	0.6108385258484652	0.5752075409339881
0.0	5	0.5740452158088893	0.33034811117151847	0.5569862522588238	0.5740452158088893	0.5103548940633057
0.0	6	0.5618597732861449	0.30044849775751126	0.5428342673255041	0.561859773286145	0.48516164922848526
0.0	7	0.5683612069772276	0.31422893784732064	0.5492635763295916	0.5683612069772277	0.4967318480039311
0.0	8	0.5427084418758954	0.26759614804688286	0.5208414101398596	0.5427084418758955	0.45301852524189395
0.0	9	0.5683443440858656	0.2783160398735126	0.5482018553913336	0.5683443440858658	0.46740959095755885
0.1	0	0.611021812774282	0.35239001126226543	0.5955571281332849	0.611021812774282	0.5332337063446575
0.1	1	0.564610820460722	0.3308445772660627	0.5472815629702971	0.5646108204607221	0.5112823828190285
0.1	2	0.582077612613545	0.31917073524276385	0.5654183388666463	0.582077612613545	0.49929410558718973
0.1	3	0.5913839223204014	0.3377777777777778	0.5749736897673977	0.5913839223204014	0.5173218943694331
0.1	4	0.5512347627863644	0.2765138010856084	0.5320289644625036	0.5512347627863645	0.4620681213758277
0.1	5	0.6090964868283653	0.32834156949333015	0.5921658969488972	0.6090964868283653	0.5149088075572453
0.1	6	0.5759984794534132	0.31435509489119223	0.5576309556119841	0.5759984794534133	0.4995672973497977
0.1	7	0.5897873473954858	0.3568655072149681	0.5733028629582937	0.5897873473954858	0.5348550059319974
0.1	8	0.5624419259696646	0.3164765557342571	0.5449812897791465	0.5624419259696646	0.49713381396310913
0.1	9	0.557378126464265	0.3023275864927692	0.5399706944281032	0.557378126464265	0.48487425204669865
0.2	0	0.6136562183656119	0.3596873116894909	0.5982784042693733	0.6136562183656119	0.5403485987648479
0.2	1	0.5737884868221327	0.3265711364343612	0.5567807692679827	0.5737884868221327	0.5064192881999885
0.2	2	0.547877602320577	0.3123848759135653	0.5299265686413211	0.5478776023205771	0.49328665742278494
0.2	3	0.5894955501316427	0.36844701251530254	0.5763589809581396	0.5894955501316427	0.5406201879452436
0.2	4	0.6025763697040483	0.3598574899633901	0.5883583259953098	0.6025763697040483	0.5365882541374911
0.2	5	0.5683783322375531	0.3172683308094378	0.5527475799316494	0.5683783322375531	0.4945321481034962
0.2	6	0.6176845774239927	0.3942023031678339	0.6039277846139443	0.6176845774239927	0.5674487947407914
0.2	7	0.5529467273342147	0.3159840219400227	0.5353775529112287	0.5529467273342147	0.49817795447306357
0.2	8	0.613284390780883	0.34611093150298844	0.596091978576779	0.613284390780883	0.5291198316948903
0.2	9	0.605748847466534	0.4111434113229768	0.5912901433503777	0.605748847466534	0.5799773418995819
0.3	0	0.5699122879847764	0.328920829498502	0.5543661849704441	0.5699122879847764	0.5059908735409535
0.3	1	0.5958993476036731	0.3920931439320231	0.5809767895514809	0.5958993476036732	0.5632963775371335
0.3	2	0.5756757520012296	0.38541399703096213	0.5620059805877505	0.5756757520012297	0.5552573753428023
0.3	3	0.5865043257613377	0.3704061518043601	0.5714119416518617	0.5865043257613377	0.5441338560345206
0.3	4	0.6218331019560683	0.43803020798917197	0.6094467859671746	0.6218331019560683	0.5995451409741153
0.3	5	0.5979248886380505	0.36530784378023257	0.5834133504993424	0.5979248886380504	0.5404124277140218
0.3	6	0.584860777247851	0.3416294363717504	0.5699069175325145	0.5848607772478511	0.5185681928094346
0.3	7	0.6185052500849522	0.42038300760437275	0.6041056129996265	0.6185052500849522	0.5870983154272882
0.3	8	0.5948755426411654	0.3751296851026522	0.5800937634322729	0.5948755426411654	0.5479646015841703
0.3	9	0.6374622810385816	0.43891223391880424	0.6256474601825723	0.6374622810385816	0.6020598949701672
0.4	0	0.6343661609466177	0.4420863360957951	0.6221846215134357	0.6343661609466178	0.6027272141247269
0.4	1	0.6274643157327584	0.4572625650144337	0.6166175791447481	0.6274643157327584	0.6120047548246428
0.4	2	0.6706593969497804	0.4660010650904607	0.6599045180576433	0.6706593969497804	0.6249525130602058
0.4	3	0.5965507846566896	0.3928128335379702	0.5833639483365143	0.5965507846566896	0.5608519246753321
0.4	4	0.6620427943195549	0.4611700046754387	0.6524561687648248	0.662042794319555	0.6187073007564867
0.4	5	0.6484220830840164	0.4673543120766733	0.6384219632536613	0.6484220830840163	0.6236543717682882
0.4	6	0.6314675717817428	0.43804031844350294	0.6209409055292163	0.631467571781743	0.5975054396868479
0.4	7	0.6143833728613215	0.40476110160711265	0.6018140861800194	0.6143833728613216	0.5717914299814661
0.4	8	0.6806307337139493	0.5023814493633656	0.6714864674131922	0.6806307337139493	0.652468532308904
0.4	9	0.5903038786149924	0.4182364860240315	0.5787214392195157	0.5903038786149924	0.5814549905197537
0.5	0	0.6732719564260508	0.5213002371797567	0.6652363619672437	0.6732719564260508	0.6639188909366294
0.5	1	0.6471992522582596	0.4508119248799577	0.6369358664948288	0.6471992522582596	0.6080903784512822
0.5	2	0.6619503375570015	0.5371319577764937	0.6518936457940833	0.6619503375570014	0.6763154327896529
0.5	3	0.6318579402417693	0.422758899832315	0.6198816631888653	0.6318579402417693	0.5879406747827218
0.5	4	0.6348454612248058	0.4373361133294758	0.6245413472117006	0.6348454612248058	0.5985560915356284
0.5	5	0.5918748296322024	0.4219044451834608	0.5802189358436204	0.5918748296322024	0.5836335889580732
0.5	6	0.6185958635821824	0.40951185481805324	0.6077974792062016	0.6185958635821824	0.5737323119217473
0.5	7	0.6261111014706331	0.4481742392006682	0.6153450783289618	0.6261111014706331	0.6052318430296811
0.5	8	0.6839486603077213	0.521045608927705	0.6758386322423654	0.6839486603077213	0.6601693208157615
0.5	9	0.6548286192618812	0.46568601840021656	0.6449613727422099	0.6548286192618811	0.6212983639846644
0.6	0	0.653067018141783	0.48327397816538853	0.6445199917992638	0.653067018141783	0.6323766725001047
0.6	1	0.6498100955510556	0.5707569518394782	0.6408733846892524	0.6498100955510557	0.6995335635614448
0.6	2	0.5781934477678263	0.4242528346092363	0.5676994214062313	0.5781934477678264	0.5836502636882931
0.6	3	0.6840737604886896	0.595083393918333	0.6760329143725472	0.6840737604886896	0.7187561502762396
0.6	4	0.7161636452283963	0.6620324072222148	0.710113436692791	0.7161636452283963	0.7660378906290206
0.6	5	0.6880585745763974	0.5239557376488193	0.6803690087764912	0.6880585745763974	0.6658280833215151
0.6	6	0.6739706467935236	0.6468905777559859	0.6652719513275823	0.6739706467935236	0.7549698911414012
0.6	7	0.696560455770081	0.6060660469250071	0.6884638449052546	0.696560455770081	0.7247499267567297
0.6	8	0.7306233032765861	0.5761053691680086	0.7239276125787489	0.7306233032765861	0.707076400006221
0.6	9	0.6759162087110222	0.5027813835632217	0.6679388636914296	0.6759162087110221	0.6485209192826303
0.7	0	0.8158561132023749	0.7970035705506646	0.8124245075406289	0.8158561132023748	0.8617321500575084
