r	run	NMI	AdjRand	AdjMI	Vmeas	Fowlkes
0.0	0	0.1718660433328411	0.028026543991426785	0.1598003252549115	0.17186604333284114	0.30017432273702255
0.0	1	0.17941193542185463	0.022274655476953287	0.15731460275877035	0.17941193542185463	0.2940564249555477
0.0	2	0.15346782668478606	0.02656104782031087	0.1455540647237037	0.15346782668478606	0.2989872614958689
0.0	3	0.17172089436399426	0.027448724516360153	0.15812893475630976	0.17172089436399426	0.299556337781087
0.0	4	0.38274455655433925	0.18241529883809346	0.3728784555500123	0.38274455655433925	0.36971248315481015
0.0	5	0.31716508409080163	0.1315379087824558	0.3111362059574492	0.31716508409080163	0.34103679293546685
0.0	6	0.17449760985305846	0.03575503086234908	0.16291026450874277	0.17449760985305846	0.268827583228333
0.0	7	0.35842994637720144	0.11508828761219589	0.34786337749522944	0.35842994637720144	0.34362342663670703
0.0	8	0.12190640985372704	0.008673222031395542	0.10149632105226071	0.12190640985372704	0.2851265317013948
0.0	9	0.13562506788514955	0.009178033910887952	0.11530746308818612	0.13562506788514955	0.28549064966395477
0.1	0	0.13110965594307356	0.008857936126918573	0.11058743645588853	0.13110965594307353	0.2852739041088867
0.1	1	0.10863727070090937	0.009194424646296231	0.09589112841259866	0.10863727070090937	0.2858600004785128
0.1	2	0.18796598904600573	0.03528142027484367	0.17443876319196833	0.18796598904600573	0.2683133561331433
0.1	3	0.22212277756192833	0.037058525540238446	0.20974386575841988	0.22212277756192833	0.30237990493845407
0.1	4	0.3197974266771961	0.08194250917966475	0.3108352746641391	0.3197974266771961	0.3254202942831177
0.1	5	0.08256202652910807	0.0017589486860191026	0.060444465077672024	0.08256202652910806	0.2964431083272273
0.1	6	0.07339209994492685	0.0022193785137573276	0.05807533675665693	0.07339209994492685	0.2970348018060045
0.1	7	0.22581557153023457	0.08012118359357101	0.20954795987667796	0.22581557153023454	0.28297541977496954
0.1	8	0.2953134126023182	0.08949176609812085	0.2876636384430082	0.29531341260231814	0.33871875285468234
0.1	9	0.17493842054341238	0.04480140326026122	0.1652874166043422	0.1749384205434124	0.28033805418979935
0.2	0	0.33614169486649764	0.11181511865777295	0.32948923527581614	0.33614169486649764	0.35449973409151125
0.2	1	0.13248599758600807	0.03444908659185139	0.12225675500115032	0.13248599758600807	0.2749767701428448
0.2	2	0.19019194807967024	0.02695556915068393	0.16607889740854195	0.19019194807967024	0.2982427426185164
0.2	3	0.33401978615240707	0.1415536776801295	0.32420390325053305	0.33401978615240707	0.33026606543221515
0.2	4	0.17475879174332698	0.020554801242420123	0.16069999539892443	0.17475879174332698	0.2903445121885869
0.2	5	0.15783879043098123	0.027348185962228124	0.1501849550880578	0.1578387904309812	0.29979051741085805
0.2	6	0.1446879858646378	0.037483434675136575	0.13649645120448822	0.1446879858646378	0.2776970263307476
0.2	7	0.21250119682336746	0.04787479923689938	0.2035023886611728	0.21250119682336746	0.2819062746708395
0.2	8	0.28358493442280003	0.06861823125036325	0.27286492179663124	0.2835849344228001	0.31065034386754126
0.2	9	0.18879092521337945	0.027975326834626252	0.17018975126242994	0.18879092521337945	0.29973604724438513
0.3	0	0.10118689755449711	0.00960349853485222	0.09337602076585733	0.10118689755449711	0.28649735648620867
0.3	1	0.2963190213057443	0.06728073739672008	0.28351683085178003	0.2963190213057443	0.31387388074026945
0.3	2	0.1148119513693392	0.009025838945977789	0.10176919269933918	0.11481195136933918	0.2855420125253703
0.3	3	0.1698486075476922	0.029226031475337855	0.1594567812303518	0.16984860754769218	0.30059774766072667
0.3	4	0.15173125641773622	0.02690453743485334	0.14453178840950107	0.15173125641773622	0.2995494878098945
0.3	5	0.1597851007058019	0.026122794577164352	0.14776145303646146	0.15978510070580187	0.2985628454549564
0.3	6	0.16291077298587256	0.027905699153200538	0.15359670394702396	0.1629107729858726	0.2994650812287497
0.3	7	0.392098667762671	0.13623793633119569	0.3796041219104767	0.39209866776267105	0.3486923541244275
0.3	8	0.1090390839696988	0.009617725431778386	0.09902877337453794	0.1090390839696988	0.2863852119864653
0.3	9	0.1647901383606027	0.026704633703543597	0.1536505402382695	0.16479013836060272	0.298522157964672
0.4	0	0.1259809405726508	0.008756069842438437	0.1038887751752017	0.1259809405726508	0.28513952709369
0.4	1	0.3504260743209563	0.09521281565770079	0.34044192425718867	0.35042607432095624	0.3383614029350588
0.4	2	0.135637959665757	0.008420310757949552	0.11219197213427959	0.135637959665757	0.28456950099429235
0.4	3	0.18077600212173373	0.02198078036206091	0.15894645244795944	0.18077600212173375	0.2943550477651872
0.4	4	0.1743798032385039	0.028419111280803364	0.16116338367970828	0.17437980323850394	0.29979919140891104
0.4	5	0.16087635509697595	0.027278801458144947	0.15169480946904224	0.16087635509697595	0.29919866394261063
0.4	6	0.10417024618350063	0.007047401418667723	0.08580896285438926	0.10417024618350063	0.2843102924718145
0.4	7	0.16553201970129247	0.026315805541684837	0.15340503793232946	0.16553201970129247	0.2987927668432854
0.4	8	0.12731310852423994	0.009103015341458602	0.10853408055954075	0.12731310852423994	0.2854354797690409
0.4	9	0.07011166373387336	0.00215312057508335	0.05637423676624137	0.07011166373387337	0.297116190068752
0.5	0	0.12104361059463692	0.00812306938865925	0.1021724327992793	0.1210436105946369	0.2849060254798534
0.5	1	0.35891920809612254	0.14818131831850676	0.35209752120694826	0.3589192080961226	0.34930541959952144
0.5	2	0.18548348125766909	0.025849213696918446	0.165490952807666	0.18548348125766909	0.2978822103802458
0.5	3	0.131791516819399	0.008873531212225335	0.11102645151784599	0.13179151681939902	0.2852580994089579
0.5	4	0.12096278900602331	0.008501076425753297	0.10196883901953217	0.12096278900602331	0.28506933582082383
0.5	5	0.16570274378822925	0.026147343070193004	0.15203987448464734	0.16570274378822925	0.298419105086961
0.5	6	0.32803810131144767	0.1371758631117625	0.31197219351219846	0.32803810131144767	0.3343220470535489
0.5	7	0.15937732582751293	0.05486832566125029	0.14569756115641008	0.15937732582751293	0.2716765612849229
