r	run	NMI	AdjRand	AdjMI	Vmeas	Fowlkes
0.0	0	0.32030796551094814	0.2562990148068625	0.31593640788974187	0.32030796551094814	0.5660306520297738
0.0	1	0.5986385941431798	0.4610041624800529	0.5959196322345904	0.5986385941431798	0.716377107163924
0.0	2	0.841737579400555	0.8287539675895268	0.8390348160555582	0.841737579400555	0.886812583875143
0.0	3	0.7859034758302524	0.7850744439566822	0.7836197461572186	0.7859034758302524	0.8583144409721024
0.0	4	0.5872433027991611	0.4545464043618009	0.5811184646630158	0.5872433027991611	0.707616085598255
0.0	5	0.835099540332014	0.8312800990128415	0.8333349811605942	0.8350995403320141	0.8892307240830238
0.0	6	0.834976996318618	0.8310138546541078	0.8332109149527218	0.8349769963186179	0.8890685592737821
0.0	7	0.7826217118344989	0.7825380217342429	0.7789212993667979	0.7826217118344989	0.8557487426693469
0.0	8	0.834976996318618	0.8310138546541078	0.8332109149527218	0.8349769963186179	0.8890685592737821
0.0	9	0.8609940747506086	0.8468477590653293	0.859504517170563	0.8609940747506086	0.8996477646571923
0.1	0	0.8609940747506086	0.8468477590653293	0.859504517170563	0.8609940747506086	0.8996477646571923
0.1	1	0.6985460187677368	0.5017148428225546	0.6964692094213306	0.6985460187677368	0.7481010684806105
0.1	2	0.6830196809156797	0.4943459058987078	0.6782426733038951	0.6830196809156797	0.7387174484883982
0.1	3	0.8249925875124753	0.8159079124118604	0.8231172457429264	0.8249925875124754	0.8793438553194224
0.1	4	0.5872433027991611	0.4545464043618009	0.5811184646630158	0.5872433027991611	0.707616085598255
0.1	5	0.841737579400555	0.8287539675895268	0.8390348160555582	0.841737579400555	0.886812583875143
0.1	6	0.8609940747506086	0.8468477590653293	0.859504517170563	0.8609940747506086	0.8996477646571923
0.1	7	0.5872433027991611	0.4545464043618009	0.5811184646630158	0.5872433027991611	0.707616085598255
0.1	8	0.7648924968520924	0.7706984885420645	0.7623829969237568	0.7648924968520925	0.848968449395591
0.1	9	0.7859034758302526	0.7850744439566822	0.7836197461572187	0.7859034758302526	0.8583144409721024
0.2	0	0.6985460187677368	0.5017148428225546	0.6964692094213306	0.6985460187677368	0.7481010684806105
0.2	1	0.8417375794005553	0.8287539675895268	0.8390348160555584	0.8417375794005552	0.886812583875143
0.2	2	0.36133176555536073	0.3046473414544856	0.35719817017172284	0.36133176555536073	0.5990810727464324
0.2	3	0.8520586028275087	0.844283322131958	0.8495350318042446	0.8520586028275088	0.8969402586245849
0.2	4	0.3120627523688511	0.24860380336998994	0.30761845058391585	0.3120627523688511	0.5640031760602394
0.2	5	0.8609940747506086	0.8468477590653293	0.859504517170563	0.8609940747506086	0.8996477646571923
0.2	6	0.5986385941431798	0.4610041624800529	0.5959196322345904	0.5986385941431798	0.716377107163924
0.2	7	0.973263736046785	0.9816911130140138	0.9729797302884398	0.973263736046785	0.9878730486717132
0.2	8	0.7591388419161683	0.7680019634871863	0.7565661321729554	0.7591388419161683	0.8472878274684498
0.2	9	0.8609940747506086	0.8468477590653293	0.859504517170563	0.8609940747506086	0.8996477646571923
