r	run	AdjMI	AdjRand	NVI	Vmeas	Fowlkes	NMI	varK
0.0	0	0.859504517170563	0.8468477590653293	0.05782505986326681	0.8609940747506086	0.8996477646571923	0.8609940747506086	0.0
0.0	1	0.794001644824007	0.7997189164448749	0.08522017922717512	0.7961738316685406	0.867827288944172	0.7961738316685406	0.0
0.0	2	0.5959196322345905	0.4610041624800529	0.13128727282803546	0.59863859414318	0.716377107163924	0.5986385941431799	0.3333333333333333
0.0	3	0.8132994043217634	0.8130832591711482	0.07830957324956511	0.8164307126849617	0.8762907340434413	0.8164307126849617	0.3333333333333333
0.0	4	0.7836197461572187	0.7850744439566822	0.08943858159440543	0.7859034758302526	0.8583144409721024	0.7859034758302526	0.0
0.0	5	0.8390348160555584	0.8287539675895268	0.06744032132304968	0.8417375794005552	0.886812583875143	0.8417375794005553	0.3333333333333333
0.0	6	0.5959196322345904	0.4610041624800529	0.13128727282803543	0.5986385941431798	0.716377107163924	0.5986385941431798	0.3333333333333333
0.0	7	0.7738076832337818	0.7707614235540406	0.09340653165303396	0.7761973506703564	0.8490573055147221	0.7761973506703564	0.0
0.0	8	0.3540787830994301	0.3045920705569897	0.22394793298359086	0.3631515118926835	0.5952075279283358	0.3631515118926835	0.0
0.0	9	0.5959196322345905	0.4610041624800529	0.13128727282803546	0.59863859414318	0.716377107163924	0.5986385941431799	0.3333333333333333
0.0	10	0.5811184646630158	0.4545464043618009	0.1396035229779006	0.5872433027991611	0.707616085598255	0.5872433027991611	0.0
0.0	11	0.859504517170563	0.8468477590653293	0.05782505986326681	0.8609940747506086	0.8996477646571923	0.8609940747506086	0.0
0.0	12	0.5959196322345905	0.4610041624800529	0.13128727282803546	0.59863859414318	0.716377107163924	0.5986385941431799	0.3333333333333333
0.0	13	0.6964692094213306	0.5017148428225546	0.09709304778474889	0.6985460187677368	0.7481010684806105	0.6985460187677368	0.3333333333333333
0.0	14	0.8332109149527218	0.8310138546541078	0.06872909168098432	0.8349769963186179	0.8890685592737821	0.834976996318618	0.0
0.0	15	0.8290922074864895	0.8135630867365617	0.0715205051711836	0.8319654533194633	0.876952136114813	0.8319654533194631	0.3333333333333333
0.0	16	0.7808158226809744	0.7846800451522563	0.09074508561732185	0.7831251608153396	0.8577650070616426	0.7831251608153397	0.0
0.0	17	0.849331606086203	0.8314752966833915	0.06193252043676542	0.8509311999409305	0.8897664210775891	0.8509311999409304	0.0
0.0	18	0.8042370946917319	0.8005963484918472	0.08066838823927804	0.8063099714576224	0.869081172845479	0.8063099714576223	0.0
0.0	19	0.5959196322345904	0.4610041624800529	0.13128727282803543	0.5986385941431798	0.716377107163924	0.5986385941431798	0.3333333333333333
0.0	20	0.8332109149527217	0.8310138546541078	0.06872909168098432	0.8349769963186179	0.8890685592737821	0.8349769963186179	0.0
0.0	21	0.8390348160555582	0.8287539675895268	0.06744032132304968	0.841737579400555	0.886812583875143	0.841737579400555	0.3333333333333333
0.0	22	0.9094071219368519	0.9284379812819027	0.037605294246063514	0.9103589643063009	0.9525797822608205	0.9103589643063009	0.0
0.0	23	0.7738076832337817	0.7707614235540406	0.09340653165303396	0.7761973506703564	0.8490573055147221	0.7761973506703563	0.0
0.0	24	0.609863531958214	0.46867969972227996	0.1263880272623376	0.6124968610302045	0.7223880057726193	0.6124968610302045	0.3333333333333333
0.0	25	0.3465731607374668	0.2955645424743911	0.2269392239551035	0.3557353736531008	0.5886497684537161	0.3557353736531009	0.0
0.0	26	0.8238997789729701	0.8287465524392774	0.07395044576452005	0.8268497064606478	0.8865066995685308	0.8268497064606477	0.3333333333333333
0.0	27	0.31563551956399655	0.2558165019236056	0.23340271854647412	0.3200098215894156	0.5658501518013156	0.32000982158941554	0.3333333333333333
0.0	28	0.6964692094213306	0.5017148428225546	0.09709304778474889	0.6985460187677368	0.7481010684806105	0.6985460187677368	0.3333333333333333
0.0	29	0.31557238712754193	0.25564975375568216	0.233365834541204	0.31994824383268344	0.5659071492886923	0.31994824383268344	0.3333333333333333
0.0	30	0.6964692094213306	0.5017148428225546	0.09709304778474889	0.6985460187677368	0.7481010684806105	0.6985460187677368	0.3333333333333333
0.0	31	0.6964692094213306	0.5017148428225546	0.09709304778474889	0.6985460187677368	0.7481010684806105	0.6985460187677368	0.3333333333333333
0.0	32	0.6782426733038951	0.4943459058987078	0.10564498779355816	0.6830196809156797	0.7387174484883982	0.6830196809156797	0.0
0.0	33	0.8034387413705625	0.7981591429405093	0.08235417198173606	0.8067391977292088	0.8665896617766388	0.8067391977292088	0.3333333333333333
0.0	34	0.33638922440960495	0.27861523598253374	0.22610610537572093	0.3406351840058522	0.580329148389632	0.34063518400585224	0.3333333333333333
0.0	35	0.8390348160555582	0.8287539675895268	0.06744032132304968	0.841737579400555	0.886812583875143	0.841737579400555	0.3333333333333333
